ADAM17,BRCA1,LGALS3,LTA,MAPK14,MCAM,CIITA,MIF,MMP9,MNDA,MSH2,C1QA,MYC,NAB2,NBEA,NEDD4L,NEDD9,NFATC1,NFKB1,NME4,NRAS,NUCKS1,FAM210B,NUDT4,PBX1,PDE3B,PDGFA,PLA2G7,PLAUR,PLEK2,PLXDC2,PTEN,NLRC4,PTGS2,PTPRC,PTPRK,RBM5,RHOC,DENND2D,S100A4,S100A6,SCN3A,SERPINA1,CASP1,SERPINE1,SIAH2,SLC4A1,SOCS1,SPARC,SOCS3,ST14,TGFB1,THBS1,TIMP1,CASP3,TLK2,TLR2,TLR4,TLR9,TMOD1,TNF,TNFRSF13B,TNFRSF1A,TNFRSF1B,CD40LG,FASLG,TNS1,TP53,TSPAN5,TXNRD1,UBE2C,VEGFA,XK,ZBTB10,CCND1,CCR3,ALOX5,CCR5,CCR7,CCR9,CD19,CD28,CD4,CD40,CD80,CD86,CD8A,ANLN,CDC25A,CDH1,CDK2,CDKN1A,CDKN1B,CDKN2A,CDKN2D,CHPT1,CNKSR2,APAF1,CSF2,CTLA4,CTSD,CXCL1,CXCL10,CXCR3,DLC1,DPP4,E2F1,AXIN2,EGR1,ELANE,ERBB2,F5,FCGR2B,FOS,FOXP3,FYN,GADD45A,GLRX5,BAD,GYPA,GYPB,GZMA,GZMB,HLA-DRA,HMGA1,HMGB1,HMOX1,HOXA10,HSPA1A,BAX,ICAM1,ICOS,IFI16,IFNG,IGF2BP2,IL10,IL12B,IL15,IL18,BLVRB,IL18BP,IL1B,IL1R1,IL1R2,IL1RN,IL2,IL23A,IL2RA,IL32,IL5,BPGM,IL6,IL7R,CXCL8,INPP4B,IRAK3,IRF1,ITGA4,ITGAL,LCK,response
0.001367504,0.001235491,0.002017933,0.00077025,0.000793158,0.001189496,0.008365534,0.010498329,0.001689806,0.000767358,0.068976889,0.002813448,0.002611907,0.003450407,2.15E-05,0.001783607,0.000219035,1.55E-05,0.000115178,0.0004196,0.005655484,0.001626361,0.00011744,0.000336622,0.002798341,0.001919184,0.000882358,2.55E-05,0.028354846,0.007624955,0.002938319,3.12E-05,0.001138182,0.003591161,0.000793792,3.86E-06,3.48E-05,0.001010378,0.118218631,0.001077829,0.016730675,0.002006078,0.000287184,0.001769783,5.55E-06,0.000808492,0.001336406,0.001742251,2.96E-05,0.000665277,2.31E-05,0.009125377,0.000351069,0.004387566,0.002321295,0.000166523,0.00314921,0.001809991,0.002999677,0.000101565,0,0.004484743,0.005873218,0.03924345,0.008271094,0.006928273,0.031863565,0.000560735,0.000456343,0.010492953,0.000377798,0.040962316,0.000584552,0.003031206,0.001470399,4.37E-06,0.000221232,0.001224943,0.002063817,0.000344642,0.001544426,0.000412286,0.001549858,0,0.000108214,0.000490867,0.002995925,0,0.000142885,0.000742563,0.000772656,0.000229233,0.002658682,0.00169945,0.0012142,0.00080848,0.057455959,1.25E-05,0.001774929,0.016638644,0.023658063,0.002670952,0.004005227,0.001523248,0.00302993,0.002551051,0.000199849,0.001527012,0.002155396,0.000303716,0.001525004,0.000377934,0.009623647,0.011510523,0.007821869,0.001873551,0.00015631,0.001410133,0.000525242,0.004457302,0.004727883,0.000241059,0.001775653,0.001779136,6.39E-05,0.004073388,0.000487937,0.00195522,0.008372467,0.037053273,0.113369589,4.32E-06,0.002279837,0.001036647,0.001499805,5.52E-06,0.000354059,0.002854538,0.08431197,0.000812338,0.003197951,0.00560133,0.028868002,0.000956887,0.001439978,0.002318157,3.67E-05,8.38E-05,4.67E-05,2.43E-05,0.005182521,0.003469944,0.001059872,0.001887075,0.00078238,0.004071718,0.00434108,0.001253264,2.02E-06,0.000582541,0
0.001250584,0.000239422,0.000769903,0.000604131,0.000343523,0.001898242,0.019864965,0.009525379,0.002531722,0.00067055,0.028367237,0.000830572,0.002267674,0.017137079,5.87E-06,0.000247663,3.58E-05,1.22E-05,0,0.000439226,0.001472768,0.000457114,1.42E-05,0.000206869,0.000756773,0.000502587,0.00077621,0.009229711,0.129193678,0.005353667,0.004079227,0.000411218,0.001599803,0.004361229,0.000130675,8.93E-05,0,3.96E-05,0.052951966,0.000974069,0.002478303,0.01261747,2.44E-05,0.000387066,1.25E-05,0.000106177,0.002459405,0.002173633,4.94E-05,0.001210214,2.84E-06,0.073671169,4.56E-05,0.000758013,0.004431372,2.96E-05,0.00406996,0.004684255,0.012238245,0,0,0.000990095,8.34E-05,0.008916726,0.033540772,0.014181548,0.019663295,0.0006918,0.000320107,0.00497965,4.92E-05,0.008769783,0.0001186,0.00704701,0.000232248,0,0.000139231,0.000489062,0.0010063,0.00022508,0.00011813,0.000145894,0.000323326,0,0.000131461,0.000137924,0.00090665,0,9.97E-05,0.000146027,0.000883649,4.79E-05,0.000727893,0.000291354,0.000205369,0.000165902,0.150413379,2.32E-06,0.003135625,0.020455765,0.013645123,7.54E-05,0.000892165,0.003697509,0.025238875,0.004258825,1.56E-05,0.004671213,0.005810869,0.000872384,0.000757619,0.000105718,0.025498048,0.005614976,0.006745996,0.004215808,1.83E-05,0.000345961,0.00249025,0.001361991,0.001517803,0.003994208,0.000233862,0.002452119,6.39E-05,0.000580349,3.45E-05,0.003945116,0.007651539,0.009368109,0.070893229,0,0.00061737,0.001677255,0.002412506,9.22E-06,0.000289672,0.000794496,0.02650619,0.000131739,0.00150918,0.000549962,0.024533187,0.001249851,0.000326435,0.000784202,3.88E-05,0.000329386,2.62E-05,0,0.003148122,0.000734834,0.00099765,0.004279354,0.000688196,0.003833867,0.00821382,0.006162788,0.000193701,0.002020386,0
0.001268789,0.001059204,0.004777738,0.000553292,0.000330181,0.001440324,0.003699513,0.005583562,0.003844916,0.000836366,0.025396961,0.001087086,0.002664777,0.033500446,1.23E-05,0.000830868,0.001008706,1.35E-05,0.000328164,0.000366666,0.005008309,0.001115935,0.000153687,0.000281925,0.001577209,0.001072893,0.000609819,0.000533787,0.051775945,0.001685674,0.004164804,0.000329016,0.001034323,0.002655339,0.000545091,0.000140648,0,0.000504838,0.046772065,0.000220399,0.01726051,0.000662753,0.000352448,0.004249254,1.50E-05,0.003436302,0.003294206,0.00067524,0,0.001143374,6.66E-05,0.022209982,0.000188996,0.000670819,0.001511169,0.000191326,0.004344087,0.002601011,0.003916694,1.18E-05,0,0.00192176,0.001132614,0.02204452,0.013112821,0.005208719,0.005900506,0.000169833,0.000411522,0.005615737,0.000500468,0.022616813,0.000201425,0.0089822,0.000116584,4.32E-05,0.000262363,0.001779079,0.001013665,0.000396969,0.001765041,8.20E-05,0.000109576,1.19E-05,0.000115431,0.00046652,0.002651582,0,0.000301724,0.001596998,0.002865702,0.000415206,0.002075995,0.001840784,0.001128407,0.000763563,0.053505406,2.03E-05,0.002503602,0.036720524,0.002347881,0.008993053,0.001712691,0.004393916,0.003193554,0.003207283,0.000285518,0.004425965,0.00601562,0.000455683,0.002547509,0.000169197,0.005349786,0.004520468,0.004687157,0.001877649,0.000380354,0.000383088,0.000294672,0.001593677,0.002764666,0.000318693,0.001713189,0.002091307,6.83E-05,0.003659183,0.000458004,0.002989886,0.014340168,0.066565681,0.199026175,6.34E-06,0.001952078,0.001862573,0.00482278,3.83E-06,0.000361817,0.002670898,0.096394683,0.000680355,0.002060291,0.007741234,0.032418198,0.000871034,0.001193106,0.001562641,3.55E-05,0.000741885,3.75E-05,4.05E-05,0.004355394,0.001527933,0.002839117,0.000435807,0.000343872,0.002754958,0.00277775,0.00205617,9.96E-06,0.000603481,1
0.002529462,0.000556087,0.003155765,0.001863323,0.001341505,0.004730756,0.018056554,0.015501162,0.003011742,0.001000396,0.028269678,0.009877457,0.006250936,0.016557598,0,0.000296981,7.01E-06,4.30E-05,0.000109493,0.000948072,0.001629834,0.007006142,0,0.000209241,0.001338999,0.000567006,0.000739634,0.015341947,0.013783995,0.008444485,0.00910359,0.000364778,0.003045447,0.005279947,8.16E-05,2.16E-05,0,5.82E-05,0.046426852,0.000263358,0.014349944,0.007975502,2.05E-05,0.000276929,6.79E-05,7.22E-05,0.002305506,0.000593294,0.00023202,0.004409696,0,0.067657828,9.88E-05,0.002038595,0.001542856,0.000112811,0.006680831,0.002885119,0.012449431,0.000759977,0,0.00088872,0.000611554,0.004566847,0.015558926,0.016942654,0.002759288,0.000530945,0.000496785,0.016348836,0.000121351,0.050745503,7.59E-05,0.004977132,0.000141007,0,0.001596159,0.000334551,0.000785704,0.000482669,0.003401516,0.000297434,0.00195784,1.92E-05,0.000169005,0.000380928,0.000747833,0,0.000344274,0.000119661,0.003573992,0.001423851,0.000997768,0.001403779,0.000221954,0.000250796,0.024662107,5.45E-06,0.005140399,0.009256012,0.012274544,0.003530062,0.001019663,0.003492614,0.013955436,0.004852138,0.000404734,0.000886239,0.002836144,0.000372479,0.002105145,0.000252537,0.016578191,0.008794675,0.021424202,0.006362368,7.35E-05,0.00196786,0.004540214,0.000216547,0.002056273,0.001746348,0.00033354,0.00044684,0.001025887,0.001120671,0.001479623,0.012374111,0.015098201,0.009964521,0.040536587,2.34E-05,0.000857733,0.00072301,0.002332067,3.56E-05,0.000170008,0.001579502,0.055844577,0.000419725,0.003059184,0.000463273,0.027143955,0.001674189,0.001803808,0.000764209,5.08E-05,0.003472987,2.32E-05,1.09E-05,0.008040518,0.001452161,0.004571457,0.004890346,0.000729206,0.00323805,0.007809699,0.150501956,1.66E-05,0.001494294,0
0.001477558,0.001442136,0.000790277,0.001235191,0.001202505,0.00659235,0.007934582,0.036157192,0.004016596,0.000540283,0.017791319,0.001581614,0.006280434,0.015524931,3.66E-05,0.001008826,0.000223613,0.000128558,0.000483259,0.000393566,0.003430019,0.001523795,9.16E-05,3.60E-05,0.0005223,0.00229776,0.00028003,0.032218966,0.028253623,0.007403846,0.012054969,0.000293775,0.000793647,0.006293618,0.00059745,0.000378903,3.89E-05,0.000123638,0.08826289,3.84E-05,0.00318787,0.00016112,0.000473862,0.00508433,1.58E-05,0.000687655,0.000751776,0.00059859,0,0.009964952,0.000766489,0.033285719,0.000328383,0.000231031,0.002584011,0.000103781,0.004908815,0.008194824,0.013463065,8.10E-05,0,0.004667057,0.001088954,0.013859344,0.028118333,0.014311661,0.002409224,4.79E-06,0.000709989,0.002266204,0.000167014,0.003808529,8.83E-05,0.004547633,8.43E-05,1.95E-05,0.000542925,0.001326109,0.000567581,0.001843141,0.005193728,0.004751851,0.003566247,0,0.000219697,0.000109147,0.00332522,0,0,0.001775956,0.002236434,0.001154797,0.004815596,0.001073172,0.001596771,0.001587914,0.108311685,2.45E-05,0.00633135,0.004310078,0.002406945,0.000509592,0.000851428,0.002476107,0.007289639,0.002218029,0.000387754,0.007405498,0.004541519,0.000734893,0.003702075,6.94E-05,0.009457271,0.007411512,0.018257746,0.003095221,0.003887661,0.000323207,0.002889317,0.000543535,0.003330637,0.004285796,0.00104725,0.008633806,0.000132473,0.003685832,0.006838131,0.005078479,0.015419592,0.010715602,0.145063554,0.000133535,0.009390661,4.74E-05,0.00463091,3.08E-06,0.000414172,0.000608455,0.026361359,0.01069546,0.001997884,0.000620658,0.008656736,0.001635457,0.001018334,0.001151023,5.58E-05,0.001786313,2.09E-05,0.000224117,0.006483126,0.002425247,0.002678154,0.003681155,0.003007065,0.009577465,0.00142035,0.005923083,0.005552407,0.001646915,0
0.001579217,0.000519582,0.00871781,0.000530668,0.000116033,0.00134279,0.007394498,0.002892948,0.001894271,0.000722148,0.00725899,0.004589064,0.002977206,0.005383579,1.35E-06,0.000294469,6.20E-06,0,4.61E-06,0.000567758,0.001133787,0.000293719,0,5.33E-05,0.000625197,2.09E-05,0.000469812,1.87E-06,0.010715077,0.010558761,0.003432079,6.73E-05,0.000694195,0.003678697,8.70E-05,2.04E-05,0,2.74E-05,0.051108996,0.000105956,0.001773113,0.003769923,4.83E-06,0.000138927,9.99E-06,0.000407547,0.000781851,0.005077391,0,0.000859428,1.18E-05,0.017984718,7.28E-06,0.001648828,0.008136949,1.36E-05,0.003002029,0.003219579,0.004341192,1.44E-05,0,6.04E-05,8.17E-05,0.003643551,0.004082038,0.008872202,0.003526273,7.08E-06,0.001136491,0.015717898,1.36E-05,0.049361464,0,0.000721188,4.15E-05,0,9.95E-05,0.000253082,0.000285801,0.000290336,0.000449281,5.04E-05,0.000644129,0,3.03E-05,0.000302956,0.000203336,0,3.65E-05,6.48E-05,0.001186199,6.85E-05,0.000390347,0.00025048,0.000118634,2.78E-05,0.076573297,0,0.002292641,0.002749457,0.008747748,0.00036881,0.001166228,0.002790534,0.004258592,0.00238096,0.000341503,0.004001066,0.001023097,0.000151001,0.001879164,0.000114146,0.008103989,0.004543087,0.019332979,0.001546116,2.29E-05,0.000672873,0.002025845,0.00017797,0.003043079,0.000191549,0.000257356,0.003924908,4.72E-05,0.000767183,0.000441648,0.002871206,0.006051481,0.012036477,0.103025771,4.28E-06,0.00095023,0.001450456,0.000953785,1.00E-05,3.34E-05,0.005058429,0.214635474,0.000386518,0.00139421,0.00212298,0.190626012,0.000894784,0.001292349,0.000806008,1.03E-05,0.000151409,0,0,0.004118709,0.000537599,0.000755584,0.001638888,0.000151771,0.003008232,0.005347452,0.010895493,0,0.001735013,0
0.001766697,0.000320245,0.000867534,0.000480128,1.57E-05,0.001852223,0.006613206,0.004522665,0.001993098,0.000180444,0.000980795,0.00035916,0.002489373,0.003228097,2.99E-06,3.06E-05,1.14E-06,0,0,2.19E-05,9.02E-05,2.78E-05,1.22E-05,2.86E-05,0.000208164,4.55E-05,9.28E-05,3.88E-05,0.001542677,0.023309379,0.001882295,0,0.001098397,0.001576991,8.25E-06,1.20E-05,0,2.52E-05,0.021066546,0.010477512,0.000246005,0.087887327,9.34E-06,0.000105659,3.68E-07,3.29E-05,0.000499494,0.002756765,0,0.000852698,3.15E-05,0.001943817,2.68E-06,4.77E-05,0.00133501,1.88E-06,0.001357053,0.008497378,0.004393893,1.32E-06,0,0.001424487,0.000345123,0.000706327,0.019049236,0.005170452,0.008328324,0.000527199,0.002105943,0.004235393,4.70E-06,0.012447048,0,0.004631641,5.82E-05,0,0.000408824,3.84E-05,0.000112453,0.002411798,0.000838475,0.000730689,0.00050014,0,0.000136365,1.32E-05,0.000372711,0,0.000566048,0.000131092,0.000203569,0.000289897,0.000431455,0.00104687,3.68E-05,2.11E-05,0.020204574,4.44E-07,0.00130369,0.009079611,0.05486005,0.000820635,0.000939119,0.001269421,0.003896244,0.002585726,0.000182995,0.000460541,8.19E-05,0.000168958,0.000864335,0.000187832,0.007632304,0.00372081,0.005779763,0.000911402,1.30E-05,7.18E-06,0.000392188,0.0002559,0.01620665,0.010874645,0.000122048,0.001408073,0.003322325,0.00051984,0.001048323,0.000618724,0.010817416,0.087965891,0.250157627,3.36E-05,0.002205982,0.012924377,0.003944797,1.21E-05,0.000110702,0.003032637,0.112385317,4.75E-05,0.008430376,0.001198004,0.070420042,0.000919421,0.000831681,0.000510127,5.70E-05,4.37E-05,4.16E-06,0,0.005369799,0.00062067,0.000222836,0.000755102,0.000933309,0.002961324,0.001518134,0.00695257,3.04E-05,0.000248016,0
0.001996914,0.002046106,0.001146486,0.000670404,0.000183717,0.001412327,0.004493663,0.005217818,0.002065707,0.00045574,0.030296835,0.002799525,0.002455513,0.004272121,1.60E-05,0.001683238,0.004735789,9.12E-05,0.003265986,0.001454657,0.00674672,0.001854079,0.000449083,0.00026615,0.001992867,0.003018269,0.000299242,0.000618936,0.022923968,0.002247061,0.005800945,3.67E-05,0.001438151,0.004807794,0.001500993,7.74E-05,0,0.003006322,0.017453615,5.44E-05,0.013419867,0,0.001307725,0.004612141,4.22E-05,0.000537617,0.000687385,0.006450449,0,0.000726745,0.000319276,0.004514607,0.000434602,0.001443959,0.001731823,0.000561495,0.004722465,0.000867133,0.003081968,0.000149688,0,0.004525522,0.006323201,0.026996753,0.005860087,0.007097841,0.005716449,0.000220024,0.000417339,0.008383891,0.001177804,0.026444444,0.000595267,0.002439259,0.002332433,0.000105544,0.000466372,0.00263021,0.00181887,0.00067773,0.005911635,0.000331974,0.000218883,3.34E-05,0.000241386,0.001385267,0.007178131,0,0.000169643,0.004149808,0.000615821,0.000382909,0.004045294,0.002310042,0.00335444,0.004332312,0.075476188,8.55E-05,0.001801017,0.003697735,0.007621933,0.005196031,0.003536632,0.001669043,0.004326384,0.002485352,0.000196576,0.000496199,0.002330096,0.000561841,0.002784211,0.000213466,0.0044853,0.00269865,0.007326559,0.001565152,0.00046862,0.000326017,0.000329116,0.001313346,0.000797512,9.40E-05,0.001209108,0.003037553,0.000530974,0.012323871,0.001691523,0.003060539,0.007852986,0.096233656,0.226576733,0.000105659,0.00337957,0.001290784,0.001920029,2.31E-06,0.00094334,0.004194293,0.078336058,0.000710296,0.00367585,0.006788422,0.056173419,0.000728888,0.001536878,0.00208644,0.000259641,6.01E-05,0.000141458,0.000848486,0.005376367,0.004178063,0.001224453,0.001935606,0.000586804,0.004872262,0.001509152,0.002042781,0.000278796,0.000560897,0
0.000997064,8.45E-05,0.00336204,0.000623729,0.000101194,0.000704839,0.010089973,0.005538062,0.001911876,0.000714476,0.001789677,0.000599827,0.001722467,0.01125608,0,3.94E-05,0,1.19E-05,0,0.000129517,0.003744186,0.00083997,0,0,0.000151979,1.06E-05,0.001048495,8.53E-05,0.004435016,0.004680894,0.005684459,0.000590365,0.000858206,0.002336713,5.10E-06,0,0,5.62E-06,0.01612231,9.31E-06,0.000342375,0.000625102,0,3.45E-05,6.56E-06,0,0.001258234,0.006690976,0,0.00170075,0.002616768,0.011210046,1.79E-05,0.000741456,0.009795529,3.57E-05,0.005634264,0.003837453,0.009466619,0.00041839,0,1.86E-05,5.91E-06,0.000701926,0.038554521,0.025118393,0.000628419,0.000301327,0.002645482,0.004576267,2.09E-06,0.050894462,0,0.000173424,0,0,4.34E-05,0.00020396,0.000108956,7.37E-05,0.000708932,0.000218905,0.000305722,0,6.93E-05,1.73E-06,9.59E-05,0,2.50E-06,0.000167645,0.001465549,3.44E-06,0.000199455,0.00270306,3.94E-05,0,0.007005402,0,0.002765315,0.016844683,0.001318009,0.000114062,0.000126538,0.003713314,0.013308827,0.003370343,0.000167066,0.00036821,0.001528935,0.000378063,0.000775792,3.63E-05,0.01119988,0.010729419,0.026546024,0.002134596,0.002698521,0.001188476,0.001419472,8.72E-05,0.000608484,0.000250937,0.000254654,0.002488528,0.000142081,0.00011451,0.000144535,0.005627204,0.017486264,0.216765831,0.197699639,2.93E-06,0.000164263,0.000373241,0.001158937,1.34E-05,0,0.000460894,0.142285784,0.000104102,0.000328016,0.000400107,0.012910644,0.000500527,0.000441873,0.000377366,2.54E-06,0.000372661,0,0,0.002343233,0.000158601,0.001594156,0.001968762,0.000227929,0.002012434,0.008245068,0.007383932,7.64E-06,0.002003633,0
0.002643752,0.000841938,0.003370165,0.000835408,0.000188042,0.001742981,0.008540691,0.014273926,0.004788716,0.001254725,0.032298308,0.002988102,0.003110752,0.016763203,0,0.000749295,0.000477182,2.16E-05,0,4.66E-05,0.002271381,0.002783934,0.000127435,9.30E-05,0.001160174,0.000849579,0.000728884,4.98E-06,0.056888035,0.004431905,0.006714242,0.000662933,0.001561551,0.004787199,0.001323161,0.000260227,0,0.000227448,0.056133828,6.53E-05,0.007368602,0.000309133,0.000214825,0.000509416,4.95E-05,0.000330628,0.003362966,0.000647457,0,0.001500608,1.11E-05,0.039043009,0.000183646,0.001424028,0.003077356,6.56E-05,0.004336739,0.00452681,0.006567426,0.000120806,0,0.001490678,0.000293413,0.043187098,0.015228192,0.010407269,0.006309642,1.88E-05,0.001365565,0.009115185,0.000210196,0.017205734,0.000193048,0.004717342,4.41E-05,0,0.000281255,0.000942729,0.000668245,0.00020667,0.000847404,6.35E-05,0.000129591,0,4.60E-05,0.000102432,0.00129599,0,0.000261231,0.000166971,0.003521134,0.000203693,0.003294805,0.00062633,0.000622057,0.000440842,0.042734736,1.17E-05,0.0047723,0.01186386,0.000705863,0.000535871,0.001746175,0.006072701,0.008484312,0.002940598,0.00123527,0.007164131,0.006285815,0.00154181,0.001603421,0.000320164,0.008645567,0.007413526,0.012621954,0.002061176,0.001388326,0.000461198,0.000193069,0.000138025,0.001119105,0.001866576,0.001369215,0.003669667,0.000339931,0.001739009,0.001254097,0.003571069,0.013141366,0.042573956,0.251355268,8.84E-06,0.002440512,0.000572658,0.002562662,0,0.000330011,0.000869719,0.052552015,0.000406094,0.002036414,0.00229122,0.010048054,0.001439462,0.009900036,0.0011407,3.42E-05,0.000302445,3.73E-05,5.67E-06,0.002676436,0.001214188,0.00273116,0.002255589,0.001183544,0.004148657,0.005192604,0.00466384,5.54E-05,0.002792379,0
0.000930012,0.001224467,0.001247364,0.000501379,0.000237443,0.001450301,0.006104508,0.002596978,0.002079369,0.000424634,0.025954985,0.00740242,0.002883629,0.007607688,0,0.000565957,0.000172901,5.09E-05,8.39E-05,0.000223792,0.003209825,0.001032433,5.91E-05,9.08E-05,0.001185566,0.000820683,0.00019404,0.009674246,0.037254026,0.008923064,0.00417223,9.32E-05,0.000747642,0.00117825,0.000448398,6.21E-05,0,0.000182885,0.047500415,0.003743662,0.013752876,0.002372683,0.00028301,0.000677323,9.22E-06,0.000632092,0.001194266,0.003080492,1.07E-05,0.001232112,1.93E-05,0.013572963,0.000215493,0.001252923,0.003260287,7.94E-05,0.003791057,0.001572808,0.00453987,7.67E-05,0,0.001843374,0.000566504,0.013770131,0.012125974,0.008629014,0.003060586,0.0004214,0.000715124,0.006871737,0.000101606,0.020284514,4.88E-05,0.00098276,0.000139085,9.79E-06,0.000181061,0.000880416,0.000680696,0.000278901,0.002234921,8.31E-05,0.000299686,0,0.000151261,0.000429853,0.003081327,0,0.000169792,0.000626212,0.002496804,0.000282064,0.001689172,0.0006595,0.000608312,0.000474512,0.114391614,1.20E-05,0.003114163,0.061363958,0.004245379,0.00460354,0.002030844,0.001083754,0.006523206,0.002403065,0.000153137,0.001067834,0.003354637,0.000320023,0.002213258,0.000116705,0.008995009,0.002547131,0.008930401,0.00235039,0.00039414,0.000540459,0.001066368,0.000534277,0.001953486,0.000728695,0.002187395,0.001083607,0.00021998,0.001859307,0.000906181,0.002197719,0.007537162,0.06876398,0.146258292,1.04E-05,0.000983236,0.000703599,0.001531522,1.26E-05,0.000167422,0.002781592,0.144889229,0.000165792,0.002304507,0.00893022,0.031295935,0.000857489,0.001147395,0.00130243,2.55E-05,0.000268364,2.37E-05,3.27E-05,0.005093349,0.00157882,0.001504617,0.003624378,0.000328643,0.002252572,0.001456198,0.001283967,7.10E-06,0.000566885,0
0.001500874,0.001313505,0.001615883,0.000625508,0.000830794,0.001371369,0.008113663,0.011178312,0.003567488,0.001965787,0.041863191,0.001422918,0.004254546,0.031467218,7.26E-05,0.001311345,0.000234439,4.27E-05,7.87E-05,0.000229867,0.005191226,0.000662372,6.31E-05,0.000141168,0.002298687,0.001190145,0.000745759,0.01837468,0.070791735,0.003841489,0.004378424,0.000219904,0.000669332,0.00414567,0.000605094,2.10E-05,7.01E-06,0.000264824,0.09814805,0.000240175,0.008978201,0.001417556,0.000268204,0.001303658,1.55E-05,0.00050133,0.001331526,0.001056868,0,0.001762985,0.00065378,0.027367979,0.000231002,0.001730594,0.00638017,0.000320307,0.002588338,0.00310385,0.006854895,2.63E-05,0,0.002310362,0.000316613,0.033655766,0.018682204,0.010549525,0.007652359,1.90E-05,0.001777005,0.005871901,0.000257618,0.009242039,0.000191102,0.001290746,0.000294035,2.11E-05,0.000201733,0.001429692,0.00152047,0.000368985,0.005661332,0.000434222,0.000443995,0,8.98E-05,0.000246517,0.004512808,0,3.22E-05,0.00078252,0.000831547,0.000315285,0.002244289,0.000934621,0.001017823,0.000782869,0.054345221,2.16E-05,0.005875671,0.004844614,0.007786003,0.003792132,0.002883227,0.003365658,0.01835865,0.002215621,7.32E-05,0.003498396,0.002179357,0.000406742,0.001640551,0.000325605,0.006746514,0.006415306,0.011976942,0.001432538,0.000414127,0.000403481,0.000562871,0.003223742,0.001689793,0.001923169,0.001808297,0.007976574,7.96E-05,0.003508374,0.000633877,0.002898201,0.006580193,0.019484158,0.084130833,5.22E-06,0.050513169,0.001173193,0.002103454,0,0.000389372,0.000958536,0.060599319,0.000733861,0.002109624,0.00323379,0.065342536,0.001666842,0.001549995,0.001858038,4.28E-05,0.000393712,1.76E-05,2.61E-06,0.003683856,0.002597718,0.002183393,0.003322698,0.000306125,0.00708519,0.002417487,0.001043026,5.52E-05,0.006175137,0
0.001363429,0.000249604,0.002429155,0.000626344,0.000946533,0.003169352,0.014817928,0.007227369,0.002785433,0.000538998,0.009334988,0.001109676,0.003928946,0.07422231,0,3.01E-05,3.36E-06,3.73E-05,2.63E-05,0.000135341,0.001074324,0.000357694,4.01E-06,2.73E-05,0.000460164,1.80E-05,0.000527373,0.099729685,0.107880334,0.004952501,0.012877225,0.001700754,0.000681571,0.00645192,0.000125587,3.83E-05,0,0,0.084951813,0.000141773,6.04E-06,4.31E-05,0,0.000298967,1.19E-05,0.000518262,0.001001442,0.001286288,1.59E-05,0.001075369,4.16E-05,0.079369413,7.90E-06,0.000278068,0.007728432,3.05E-05,0.0075892,0.002960313,0.013904481,3.90E-05,0,6.56E-05,0,0.006218535,0.016677795,0.01269848,0.004085047,2.54E-05,0.000531177,0.006899353,0,0.006160459,0,0.002405456,4.51E-05,0,2.61E-05,0.000211597,0.000328919,3.90E-05,0.001513585,3.89E-05,2.89E-06,0,5.64E-05,6.85E-05,0.000309138,9.00E-06,2.64E-05,4.03E-05,0.003174188,0.000135953,0.000342092,0.000188484,1.97E-05,1.13E-05,0.011160912,1.31E-06,0.005193911,0.015162569,0.000547564,0.000361715,0.00031735,0.003112074,0.043554154,0.00524166,0.000155984,0.005904246,0.000289834,0.000714883,0.003034427,5.22E-05,0.016157034,0.004231351,0.014263138,0.003516722,0.000562482,0.001033952,0.004065273,0.000528489,0.000296537,0.000634103,0.000917734,0.006513118,4.25E-05,0.000337166,0.001053207,0.006486756,0.021993725,0.007477815,0.044095994,0,0.000282996,0.000141153,0.001850907,0,0.000465264,0.00060468,0.086727571,0.00019079,0.00064458,0.001009391,0.007448487,0.001471546,0.000212879,0.006891257,8.40E-06,0.005468834,2.79E-06,0,0.006262107,0.000843717,0.006393891,0.004945819,0.00235071,0.003954276,0.003042735,0.001751535,2.75E-05,0.004450111,0
