ADAM17,BRCA1,LGALS3,LTA,MAPK14,MCAM,CIITA,MIF,MMP9,MNDA,MSH2,C1QA,MYC,NAB2,NBEA,NEDD4L,NEDD9,NFATC1,NFKB1,NME4,NRAS,NUCKS1,FAM210B,NUDT4,PBX1,PDE3B,PDGFA,PLA2G7,PLAUR,PLEK2,PLXDC2,PTEN,NLRC4,PTGS2,PTPRC,PTPRK,RBM5,RHOC,DENND2D,S100A4,S100A6,SCN3A,SERPINA1,CASP1,SERPINE1,SIAH2,SLC4A1,SOCS1,SPARC,SOCS3,ST14,TGFB1,THBS1,TIMP1,CASP3,TLK2,TLR2,TLR4,TLR9,TMOD1,TNF,TNFRSF13B,TNFRSF1A,TNFRSF1B,CD40LG,FASLG,TNS1,TP53,TSPAN5,TXNRD1,UBE2C,VEGFA,XK,ZBTB10,CCND1,CCR3,ALOX5,CCR5,CCR7,CCR9,CD19,CD28,CD4,CD40,CD80,CD86,CD8A,ANLN,CDC25A,CDH1,CDK2,CDKN1A,CDKN1B,CDKN2A,CDKN2D,CHPT1,CNKSR2,APAF1,CSF2,CTLA4,CTSD,CXCL1,CXCL10,CXCR3,DLC1,DPP4,E2F1,AXIN2,EGR1,ELANE,ERBB2,F5,FCGR2B,FOS,FOXP3,FYN,GADD45A,GLRX5,BAD,GYPA,GYPB,GZMA,GZMB,HLA-DRA,HMGA1,HMGB1,HMOX1,HOXA10,HSPA1A,BAX,ICAM1,ICOS,IFI16,IFNG,IGF2BP2,IL10,IL12B,IL15,IL18,BLVRB,IL18BP,IL1B,IL1R1,IL1R2,IL1RN,IL2,IL23A,IL2RA,IL32,IL5,BPGM,IL6,IL7R,CXCL8,INPP4B,IRAK3,IRF1,ITGA4,ITGAL,LCK,target
5.543365838,5.860723694,3.087249408,11.72611869,5.608936766,3.835620037,6.904187651,3.752036402,4.397225474,8.178302453,5.258396322,5.198159863,6.131771758,7.08691185,6.099761815,3.455638224,5.368640909,7.860505141,6.157184831,4.439264638,6.314837357,3.711982158,6.230340202,5.190516611,8.142964225,6.474209483,8.403248624,6.361675838,6.05401933,8.808709271,6.276518077,5.373418355,7.75619112,8.025180425,6.222168607,6.38295338,4.494111396,4.270895577,5.209181298,6.101563382,3.813511002,11.50297513,7.101509945,6.217094687,5.954263565,8.012911935,0.0,9.978211099,1.650230038,8.367846891,8.2764966,4.63786581,5.960508663,4.086600465,6.089018723,5.105077631,7.965284167,6.975050663,0.0,11.16933576,11.03049932,0.0,4.798680302,8.171134905,10.0683622,10.80982795,4.26700032,6.957919737,7.408995325,4.924366318,4.484758874,4.193458164,11.32230511,5.773889431,3.685633727,0.0,8.245244238,9.647296147,9.529169173,0.0,8.449338301,7.824511119,7.765670976,5.759695582,9.817309856,8.53806449,8.580175591,4.496644445,6.494038311,3.646168416,2.476561623,5.069114291,5.291535416,5.824533147,10.02227109,4.528112668,10.47264875,5.757136417,11.72611869,7.379435513,4.015158055,8.050181534,7.376204916,11.32230511,5.963645899,8.548431052,8.102140855,7.844919862,5.616680252,0.0,6.795613011,9.123795771,5.581761233,4.790869601,11.72611869,4.61130738,6.83801562,6.775951878,8.237578574,0.0,0.0,7.325880185,7.959484936,4.869758061,3.42856606,4.220990957,6.433178373,6.468987576,3.766246837,4.86739311,5.400780971,11.03049932,2.962703421,0.0,5.032540164,8.012911935,0.0,8.25296528,8.985646024,6.065260506,8.421428569,7.623839514,5.989910955,8.359185673,7.784902224,0.0,9.711215665,8.284463732,6.790212272,9.262686852,7.074906096,8.333655707,6.47290161,7.103964829,4.444065711,7.559818099,7.936626976,5.991524949,6.423178358,9.105439962,0
6.144841393,6.511028909,3.650010418,8.158260797,5.236694467,5.490519334,4.14609177,5.049200774,5.248733042,6.111764548,5.56577494,3.961784106,5.905022666,7.23753655,6.41067347,6.003918983,6.203921405,6.404242529,5.337765097,6.023876175,6.861001472,4.510204247,6.702234093,4.739685377,6.049620918,6.30080726,7.336689136,6.053224638,6.917206804,7.591265049,5.127949134,3.407549232,8.520242837,9.508746408,3.690992244,5.906580164,4.135691695,4.432300575,5.759693361,3.483911051,3.787127545,6.865057924,7.383363384,4.017245642,7.04251371,7.616798129,0.0,9.27969045,2.151179051,8.563729398,6.225131273,5.754324052,6.244612255,4.163260137,5.968472111,5.474200733,7.115501726,5.576362821,0.0,7.770232769,7.006752748,13.06409447,4.10705668,6.777538749,6.871173622,7.697560948,3.981484183,5.525573864,6.560746603,5.042937436,6.559248605,5.417182888,11.27390856,5.658040953,3.57920741,10.76150938,6.375181862,6.773820718,6.664941658,0.0,8.889148575,5.697723567,5.691418623,6.200778667,7.910244082,6.132064521,6.238076336,6.208127642,8.904651401,4.17051301,4.751892541,5.771199374,5.572448996,8.173188679,8.059591145,5.044581761,7.23753655,6.171910743,7.285884442,7.128642627,3.776327712,9.020488903,5.927849202,8.644697072,4.579279852,5.884228671,9.375215015,6.33970431,5.27077477,9.804547605,5.57077617,7.249406503,5.36278869,4.910186702,7.020903821,4.399130963,6.992799138,7.163638988,7.483805882,9.325751223,0.0,5.329415128,7.740525512,2.180407912,4.823415254,4.220787628,5.612875794,6.048722119,4.066018131,6.293894301,5.562454281,8.180735241,3.653362167,9.234633065,5.966815253,7.418089357,11.67780011,7.166382236,5.508677969,5.876635559,6.484285237,8.438562249,4.074466467,6.625785239,6.143852848,9.131714052,10.17267504,5.503455984,3.827625884,13.06409447,7.390213749,8.438562249,3.854496968,8.873882421,5.041623765,6.764586971,5.365961077,6.221921275,4.289223522,6.052322596,0
5.312596429,5.553788881,3.44385938,10.22369282,5.022409995,6.178681266,5.305599819,3.734262459,6.649002914,7.184733509,5.416064053,4.24798943,6.04773653,6.380588896,6.410206402,3.977841706,6.108840516,7.058292163,5.846875664,5.823199319,6.538312591,3.678457749,5.460802414,4.513888108,7.360121761,7.557057838,7.595648287,6.531502733,5.396239615,9.126302578,5.732712028,2.738813408,7.794499345,8.240785689,4.877593009,5.228934038,3.992558289,4.5441241,7.287681304,4.817337695,4.033670605,6.431472654,6.650276004,5.800070272,6.241842614,7.242914778,9.732901252,10.75211964,2.201275265,8.168464233,6.589726365,5.94447028,6.504715109,3.013427372,6.401228683,5.189145703,6.93923253,5.922081032,11.23529373,8.909243679,9.081850416,0.0,4.338686725,6.779267961,10.0970723,10.0970723,5.531486254,5.497126906,8.228363028,4.329262738,4.424860652,3.76110784,8.885145775,5.290770119,6.577807135,11.92995721,6.538312591,7.931464198,9.238739846,0.0,10.42436351,7.659966924,7.148443085,6.497035335,8.885145775,6.984458153,8.553784564,4.024039121,6.406206351,8.074213954,3.41653013,5.079803877,5.817089816,8.007692445,7.86492009,4.783483666,9.111264564,5.879342304,10.75211964,6.338678106,3.347058775,7.058292163,8.403306626,10.48330605,6.162125711,7.071793008,7.688337926,8.197965215,3.895034088,0.0,6.248639659,8.285522103,5.454617789,3.418288812,9.554240124,4.278663801,7.240613255,6.302943806,7.26387038,11.37316352,0.0,8.058465396,8.134174803,3.852373212,3.667299662,3.634678393,3.481661241,4.986301331,3.858368454,5.532318903,5.817089816,11.92995721,3.166432485,11.12088338,6.940934678,7.460888375,12.62158809,10.0970723,6.937533275,6.096317636,6.586135656,7.566566735,5.123942636,8.395980488,7.097358886,8.909243679,12.62158809,6.476482733,6.567199961,10.82982862,7.07568411,7.020693321,5.730170701,6.016838152,5.017668821,7.635785872,6.499223544,6.255483219,5.798982121,9.290466416,0
5.713719181,5.396518461,2.392048102,0.0,5.23394936,4.416316262,6.104824977,3.877727526,11.60833565,0.0,5.340921365,8.067162704,3.900609785,6.454830415,6.045519124,3.487830685,5.967989456,6.517443742,6.355848558,5.229695817,6.50825526,3.457221279,6.688141149,5.327726198,9.165778181,5.906007477,0.0,9.356522882,7.983780585,0.0,8.142386623,3.611131611,10.22094178,0.0,7.297322432,6.406866058,3.552805556,4.143612183,9.165778181,0.0,8.804761937,0.0,0.0,2.069809701,7.219865299,8.052773875,10.22094178,0.0,2.953081737,10.91408896,10.10438049,7.457082674,7.195324025,4.254399659,6.07078788,4.850027535,0.0,9.529169173,0.0,7.768670435,0.0,10.10438049,5.838239896,8.745921056,11.60833565,0.0,8.835533804,5.480161597,0.0,4.939258566,5.061336553,4.220412743,0.0,5.514552337,3.119019698,0.0,8.472626218,0.0,9.467816602,0.0,8.389244227,0.0,8.774908778,10.69314563,0.0,0.0,0.0,5.701398618,9.165778181,6.787840295,3.060884679,6.000483496,6.659362002,5.503328803,9.123218168,5.816633978,7.226095891,7.059521637,0.0,0.0,4.128257852,5.343771741,0.0,0.0,5.657479401,0.0,7.359626695,0.0,2.831029113,0.0,7.716302088,10.10438049,9.123218168,2.848688767,0.0,4.916658867,6.898591396,6.536077936,8.081761597,0.0,0.0,0.0,8.774908778,6.699150505,3.865719979,3.789892899,8.612388878,7.790410578,3.911909362,5.173575489,5.290957318,0.0,3.254624901,0.0,4.298574999,0.0,0.0,0.0,0.0,6.324918065,8.690350865,0.0,8.690350865,0.0,0.0,0.0,0.0,0.0,6.520525427,0.0,7.09178269,0.0,7.130785087,5.833570596,3.56719198,0.0,8.867282724,8.430066404,7.846920652,8.126882331,0
6.456380341,6.924290231,3.636124626,9.40513945,5.820117659,3.588044961,4.819159639,4.201602143,4.116098022,7.139104908,6.485915635,3.176143305,5.879126352,6.960245078,6.600108092,5.414036683,6.127084977,6.913200075,6.442507315,5.383314628,7.898941986,4.412186011,7.264114558,4.492015176,8.978038883,7.238339285,5.392111257,7.057290626,6.627357674,9.428496382,5.904947092,4.504335657,7.889139353,9.685155558,4.163152022,7.169516225,4.012061265,3.776747154,6.918730285,3.178686615,3.544573902,10.9086095,5.906960912,5.576845465,6.491929363,8.19487059,13.21119459,9.523682191,1.811474638,8.76949525,6.497978811,5.457667674,5.277635714,2.597355388,7.072264423,5.689208197,7.440708932,6.489519399,9.915560134,10.64582498,9.169102464,10.03359624,4.772269117,6.243298768,9.574183805,9.811820364,5.908306083,5.958678724,8.921686272,5.180763868,5.88634158,4.288158512,10.07784094,5.980138925,4.339521858,0.0,6.456380341,8.124553309,8.344614779,10.50496754,7.981041985,7.157710061,5.452108611,6.541383106,8.058857367,6.6095614,7.210733747,5.671527698,8.520799687,4.239558583,4.748145922,6.037424719,6.022981634,9.523682191,9.134611571,5.539391464,8.80542875,6.6301243,0.0,7.266728576,4.207480965,9.40513945,6.233935679,9.383503991,4.621148157,8.894661396,8.647803141,8.757800856,6.90770028,12.11440546,6.304393866,9.022492447,3.254504997,4.355488312,8.277676416,5.640160842,6.736716298,7.03836295,8.53932122,11.82626728,0.0,7.357076668,8.627181063,2.43367223,4.39396295,4.281390517,6.465737115,6.948751247,3.694471219,5.946020547,4.659781928,8.817697114,4.034435359,10.12164356,5.778482853,8.658273002,13.21119459,9.10127971,6.973824571,6.612278415,6.431091379,7.944291764,6.933628113,7.498416271,7.939151073,0.0,11.82626728,7.253724873,5.328702968,12.11440546,7.809472719,9.007456672,5.89029954,7.570241352,6.496766123,8.375867255,5.555339108,5.473225431,4.968866724,7.285223484,0
6.596430169,6.333139977,3.751240891,8.663896671,4.778901505,5.850484912,3.959095745,5.448836814,6.724811416,6.645823416,4.993034796,4.381952637,7.377685311,6.390298093,6.912628132,4.20623173,5.757775832,6.652172418,4.922830619,6.526634777,7.254071206,2.842824234,5.526333269,4.284252946,5.093692553,4.916073804,0.0,5.885372339,6.537933929,7.701085291,4.860412949,1.791520996,4.749969856,6.759658602,3.845151489,5.814015508,3.751941434,4.659163438,5.943227298,5.316501093,4.692705846,0.0,6.203086725,5.338517263,9.069361779,0.0,0.0,9.406355256,3.327961576,9.76198799,6.549362911,6.279072489,6.504411753,4.110520287,6.328520634,5.3769163,6.410100613,5.270666597,10.09950244,7.701085291,7.01707027,8.30721999,4.32691637,6.351832014,9.406355256,9.917586477,5.038920115,3.824971883,7.581284163,4.982184873,6.34712629,5.316501093,0.0,5.729532376,5.393060227,0.0,6.175028796,6.15934228,7.390930068,0.0,6.691138581,0.0,6.182965062,6.124921885,6.745573506,5.716953736,4.219006151,4.780860299,6.29231778,4.044071612,4.015848589,5.978318536,5.323223772,7.165122848,0.0,4.726483609,9.511445465,6.143898035,0.0,7.63088137,4.494649905,0.0,6.211250242,7.796394366,4.613353881,6.178989056,10.09950244,7.338970596,5.012619311,8.935827129,5.080376928,6.989919151,3.817087487,5.891307225,0.0,4.371481313,7.24251079,6.014686092,8.242683748,0.0,0.0,6.28788334,7.701085291,2.753873745,5.116744423,4.960831644,6.738605085,7.208609052,5.805784968,5.407632358,5.328295659,7.417959429,3.17259958,6.795763201,6.94624458,0.0,0.0,7.044979195,5.841950313,7.175819055,7.044979195,0.0,4.907135243,7.026286595,7.63088137,0.0,8.153071047,0.0,4.976207491,0.0,5.909325454,0.0,4.931911225,0.0,4.697204228,7.4743121,4.635996368,5.187797085,4.043133502,7.97074949,0
5.890725132,4.97894464,4.207804591,10.08981713,5.289830482,4.029556366,4.643692951,4.213628696,4.994637248,7.42204523,5.36156861,4.659623837,5.267464257,5.649741833,6.459444625,3.340011393,6.144006122,7.107276302,6.05766589,6.311938718,7.796214428,3.471135221,5.420721639,4.884593787,5.935461222,5.867252798,7.445438357,5.256134506,6.556743541,8.814138031,4.742133059,3.270323026,6.905455925,0.0,4.545578474,6.03719733,4.129425009,5.051855649,6.755253959,5.371187674,4.060346231,8.964418234,6.542250731,3.976195247,6.378892703,7.940607917,0.0,9.484777218,2.23757016,9.936010744,6.629916746,6.44628672,5.818404748,3.775373772,6.294941098,4.709381584,6.697601328,5.458942796,10.49769479,7.739054798,10.27165688,9.07882977,4.246885928,7.538384103,10.08981713,9.685155558,4.503181719,4.488004052,8.021460901,3.823387964,4.963494632,5.690850455,9.530545636,5.624522134,4.082641471,11.88254092,6.622093746,7.061908125,7.655356533,0.0,8.74669441,8.549985014,6.611757627,6.024256783,7.847949435,6.537466328,6.387072794,4.607710309,6.113869045,3.53744706,2.562412261,5.668582237,5.497838878,6.635165779,8.097999421,4.500376661,9.397875496,5.389192635,0.0,6.82913358,3.135235037,6.54947123,5.713625559,8.861763126,5.075360393,7.360401621,7.970167759,7.648084218,5.158958462,7.70013954,4.737388042,7.970167759,6.081583147,5.646799109,7.382380773,4.064161877,7.493933239,6.97321796,7.626577254,0.0,0.0,6.06062429,7.578123873,3.33553493,4.211994552,4.001574478,5.610256613,5.231264135,4.29589349,5.88201337,5.306416879,9.936010744,3.789797497,8.41645233,4.687752984,6.980626017,0.0,0.0,5.927648787,6.475018124,5.88201337,0.0,5.299472433,5.495310588,7.821746158,0.0,9.936010744,10.49769479,5.248871417,0.0,6.711705882,9.484777218,6.120138272,8.643510667,5.713625559,7.633694282,6.137585485,6.137585485,5.192590538,8.643510667,0
5.381076343,5.844810238,6.224607425,10.35604427,5.293226746,4.501162485,6.171926554,3.827244131,6.48916732,8.177853641,4.744199981,4.772884234,5.778086605,6.218776775,5.243230308,4.717934487,5.823048897,5.988680825,5.763230295,4.261511051,6.815029345,2.844538326,6.166393814,4.599503572,7.271926824,5.751320094,7.035537515,8.108174405,7.243177667,9.533304259,5.66917759,3.608792452,7.593509852,6.412206352,5.386752812,5.914160232,3.405162543,4.680722416,8.117836703,6.255790575,5.252589028,8.902414593,7.510818641,7.146764019,5.7007099,6.766113366,0.0,10.55357524,2.357221158,8.902414593,8.052085905,5.888762121,4.82164018,3.646697208,6.342390903,4.506131783,6.572548843,7.439360307,0.0,9.533304259,9.661325995,11.65448903,4.774597512,7.728685832,10.80488967,10.45166896,4.910679694,4.300444362,7.854726892,4.338734912,4.48357735,3.700517757,8.593680145,5.281771802,4.145897364,0.0,8.4087604,8.658221185,9.16904489,12.75425406,8.079735352,7.948544042,6.941424789,7.587778951,9.351903936,7.640577196,7.832584863,4.56359868,6.576698393,9.063689172,4.936148562,7.803804754,5.783715038,0.0,8.692124126,4.982764566,6.756113744,5.670016902,0.0,8.763579781,4.749871386,8.763579781,6.880447552,10.67135828,4.709223445,9.114975648,7.696319245,8.345848325,4.12867275,0.0,5.487835396,6.753629171,6.291097211,3.780990138,9.287221416,5.067781684,7.62860259,6.145915405,7.479566631,0.0,8.641691222,7.57078265,8.968375066,4.131553031,1.841211332,3.229460344,6.064210739,4.897408489,3.483673292,5.289776345,5.590168116,10.80488967,3.154856173,10.95904035,4.717286694,9.919616934,12.75425406,8.881367615,8.333726457,7.415027225,7.128547846,8.370537673,6.353970746,10.26877087,7.410230862,0.0,0.0,7.354403384,6.401680121,11.36450546,6.494898225,6.462850251,6.822976726,7.940380409,5.119195925,7.405457394,6.751150755,3.961839917,6.437207423,9.197216863,0
5.638059624,6.316243893,3.700801237,8.791301144,5.244388997,5.229249991,5.093633879,3.674361669,7.19369487,8.292307159,4.987253491,4.161148495,3.73993505,7.347845994,5.831498012,3.622152005,4.958827829,6.465456278,6.76469877,5.363019954,6.888313501,3.006749319,4.65284299,3.788141801,6.356653346,5.77807271,6.999538386,6.135573745,7.654218852,7.170164744,6.812326924,2.461787047,7.599159979,11.62497497,4.823228564,7.181860601,3.973867027,5.254610577,7.124701821,5.894411886,5.376468764,10.52710867,6.999538386,6.249233188,8.734137249,8.040993174,0.0,10.52710867,3.150852383,10.23756266,8.489018842,7.102723266,7.181860601,3.924216343,6.555607266,4.531106951,8.223315352,5.996890441,11.62497497,8.916462533,9.544415484,10.93070985,4.325390077,8.25721639,10.01553706,9.139602357,3.663838961,4.425580357,6.600630938,4.671782964,5.743978727,5.30734681,10.93070985,3.755109859,4.455931637,0.0,7.863311925,8.25721639,9.832097556,11.62497497,9.832097556,7.390404933,6.897123992,7.712488983,8.579989232,7.863311925,6.647777707,5.789700886,7.935631417,4.449787237,3.216686897,7.09191252,5.02873109,7.00939052,8.405633928,3.625504359,9.832097556,5.467532548,0.0,9.427253374,3.285727579,9.832097556,6.741709626,9.832097556,3.413300186,8.366413903,8.916462533,7.497377027,6.549337754,0.0,5.746775887,8.489018842,8.628778597,5.38228828,9.544415484,4.45516153,7.635527031,5.894411886,6.75697685,9.427253374,10.01553706,7.564069209,7.267803047,3.340259755,2.521645044,3.847137966,6.613875949,5.011127365,4.875751972,5.519718437,5.99329983,9.427253374,3.599976704,9.832097556,5.473908901,8.791301144,0.0,7.960948795,7.673268872,6.00049399,6.07543546,8.533469942,6.037263071,8.328674212,10.23756266,0.0,9.427253374,9.427253374,6.048562445,10.93070985,6.75697685,9.059561083,6.924031013,8.851924944,4.280438746,9.059561083,5.648160557,6.820490101,5.159923316,8.366413903,0
6.041714596,6.216596574,3.36184086,12.24689464,5.438242412,7.088226149,6.721828562,3.320963508,8.521587834,8.86289287,5.496765378,5.07985821,5.289308865,6.220208753,9.008600249,4.545403344,5.248772059,7.451491566,5.796811339,4.865157458,6.4915395,3.660749089,6.223834027,4.802740781,7.909990684,5.70625162,7.03779563,6.543499046,8.558400677,8.440621115,5.97346197,3.127577523,8.735734848,10.86060028,5.849519251,5.873962084,3.715101425,3.547183869,8.649970583,6.612492017,4.749520117,11.55374746,10.1674531,7.071132224,7.498011992,7.546800713,12.94004182,11.14828235,2.220868866,10.74281724,8.161307059,6.752164494,7.010839498,4.160563855,6.092423652,4.630259917,9.15624052,6.953977244,0.0,7.59332127,10.99413167,0.0,4.875478068,8.720920219,11.55374746,12.94004182,5.372566241,5.066831113,8.315457155,4.094075898,5.573351759,5.276082406,0.0,5.289784475,2.830089843,0.0,8.720920219,9.848999367,11.55374746,11.55374746,0.0,7.73094281,7.59332127,8.286470435,9.721165996,7.76994379,9.644204955,5.434936722,8.204230874,2.308909812,2.075046518,6.39651734,6.0326737,6.794099861,8.136406779,4.761790195,9.506054616,6.06107318,0.0,10.45513517,3.21654664,7.574453342,10.30098449,12.94004182,5.439899364,8.86289287,7.55593483,5.84370752,4.354456216,11.84142953,5.670812216,9.848999367,6.912150926,5.662490351,10.23199162,4.157492563,7.051550594,6.731839193,7.583842806,11.33060391,0.0,9.681945283,9.538844439,4.149399111,3.874998741,3.971905397,6.313711012,7.677738149,4.500548853,5.404598528,5.968760251,10.74281724,3.555211311,0.0,7.210329017,9.644204955,0.0,10.99413167,8.315457155,5.631886182,7.647124424,9.944309547,6.733853234,9.848999367,10.74281724,0.0,0.0,8.663763508,7.147415736,0.0,6.86049581,0.0,10.04967006,8.76603924,4.350357129,8.296039619,8.027773039,7.963696084,7.291454981,12.24689464,0
6.265298943,6.722800525,4.473753315,12.23036534,5.415619793,6.264015803,6.471260606,3.784787717,6.051181856,8.619242528,5.652301363,5.227097217,5.847501009,5.719904235,5.596186619,4.928677452,5.705132886,7.892871039,5.916614622,5.266026959,8.250480702,3.569388722,7.58097631,4.997790789,9.16211227,6.718751929,4.834134143,7.45103867,6.125369495,8.60582224,5.244520898,4.373649422,7.655451575,8.862864611,6.313960587,6.720774593,3.78028517,3.511335592,7.835713816,6.422020412,3.821557405,6.980510935,6.735045602,6.519735459,6.609761802,8.269349223,11.82490023,8.079122148,1.865554544,9.312373098,7.854404708,6.423522738,5.5386994,1.60569389,7.295687982,6.172208309,5.764017947,8.288580622,0.0,8.689204086,12.23036534,9.877819806,4.385529964,7.274336269,0.0,0.0,6.197076185,5.807727659,5.465700578,5.231196433,4.884475045,3.138662116,8.915978161,6.247486725,3.935738047,10.52710867,7.281403457,9.16211227,8.828963059,0.0,11.13448903,10.28328491,6.890223856,9.312373098,9.555651557,8.60582224,7.529681938,5.794012371,7.829558678,9.978211099,6.101112463,5.368451246,5.499144541,6.40711697,9.031491505,4.210385376,7.413921773,6.2238093,0.0,9.209740552,3.704902094,4.961939563,8.897955931,8.812437116,3.746526237,8.915978161,8.119289936,7.115166977,4.0818616,0.0,5.118242832,9.704636694,6.008578967,4.658689008,8.972063903,5.346187894,6.809627255,6.737101527,7.489588302,0.0,0.0,7.848136367,6.939373921,4.465229912,6.305906835,4.010567194,4.685301539,5.908495295,3.998653528,5.479061129,3.70668919,10.28328491,3.164559056,0.0,7.438513238,11.31407461,0.0,9.094666225,8.934323575,6.382279692,6.89503157,5.923887397,5.653693155,7.854404708,7.848136367,0.0,11.13448903,8.592574281,6.002638342,0.0,7.382046487,7.600300641,7.232950936,5.867134457,5.921153718,7.5434131,7.263827547,7.354964682,6.158270772,7.892871039,0
5.842070534,4.787753297,5.300124198,7.888101982,5.599327058,4.869212427,4.539302299,5.158943847,6.761320001,7.31954736,5.008904543,4.541512615,5.74904588,7.551630507,6.362046605,3.629455364,5.637713875,6.324260589,5.544101799,5.977925811,6.666009821,2.148016135,5.284355686,4.555490418,8.6834426,5.22286079,6.06817282,6.545611119,8.015936201,9.224439296,6.69851919,2.437996915,7.696301643,9.651950927,3.185546857,6.306476707,4.385725226,4.853149995,6.186997795,6.780012232,5.769440662,8.97535521,6.39616235,5.565155263,7.614808705,7.597568025,0.0,8.992442556,3.858779581,9.587218023,7.515554465,6.742970768,6.423525818,4.977928636,5.940561569,4.002600004,7.051474391,6.07374372,9.651950927,9.269029368,9.063905094,7.164011038,4.968018288,7.203563614,8.564253353,9.082598205,5.65532751,4.86503348,6.82437783,4.664666189,4.485382938,6.26730132,10.56901957,5.144869505,3.338264302,11.66607664,7.189257817,8.257096881,7.133994868,8.925755591,6.98678117,6.724952171,7.290837269,6.197480123,8.352407832,6.998449429,5.254365938,4.725162786,6.765030773,6.48200596,2.368037333,6.054379214,5.103444574,9.224439296,9.045555013,4.32333012,6.619948964,5.675755233,0.0,7.576424504,4.332265285,9.224439296,5.727739978,9.756793173,6.058039059,8.634047284,7.749583459,8.833384484,4.634632468,0.0,6.728530178,7.281448502,6.930395649,4.702222753,8.111248198,4.73903672,7.614808705,7.152991077,7.155734703,10.75211964,11.44526682,6.705499568,6.589859522,3.544074943,3.44142624,4.461144996,7.589056896,5.543553676,4.79758014,6.051643518,4.821512915,8.499014431,2.416648973,8.232608411,5.664561088,8.022451219,12.35922383,7.888101982,6.778127119,7.454467181,6.840282629,7.35579548,5.744346065,8.894005247,9.442272429,0.0,9.795530411,7.041621585,5.370406455,11.10746036,7.454467181,8.240706049,4.772684749,7.447086693,4.551621931,7.0440757,5.761232896,5.442531445,4.49589829,7.326041224,0
5.225597157,5.850024014,4.554774264,7.880312176,5.279346458,5.789309645,3.103928272,5.1591697,8.808301125,6.968683259,6.054263356,3.721065636,6.689212696,6.945587996,6.234340508,4.934038764,5.382887072,5.952843244,5.185527755,5.591778774,7.210695839,3.565463071,6.523518574,4.973919446,10.54214655,6.80523028,5.939397852,7.198860537,5.800870634,7.514378034,5.028127952,3.00974106,6.112083099,9.390663926,2.620034681,6.169241407,3.623710219,4.314717655,6.862389065,5.25885053,3.974821974,12.33390602,6.071261285,4.445200157,6.585266065,7.563974758,0.0,8.383414329,4.778754226,9.002456662,6.473873121,5.41497546,7.158509007,2.954998225,6.059897147,4.481442985,5.561578994,4.367379155,0.0,8.309309481,7.15287607,0.0,3.731655482,6.328306052,11.23529373,7.38589915,5.703976093,4.123176414,6.964020915,5.310900402,5.082605361,4.151541269,12.33390602,4.530816058,5.04232211,8.573456712,6.604559912,5.91466426,0.0,0.0,9.199163071,7.444310761,5.903328403,6.511613498,6.91412452,5.610826974,4.063878347,4.887490923,7.892009056,8.723743918,5.97508542,6.523518574,5.380975107,6.854020218,9.76895666,4.193760847,7.522475826,5.534489168,0.0,8.527996336,5.413987735,0.0,4.973283875,8.751138624,4.248249032,8.327325181,8.463458131,9.694848687,3.518250827,0.0,5.582388898,7.482628878,7.50634529,5.35831135,8.527996336,5.147002246,7.652528441,6.817206416,6.661335923,0.0,0.0,5.491976147,5.952843244,2.402827307,3.681537631,4.359782441,6.909709187,8.463458131,7.400186129,6.162958692,5.187100016,7.903841666,3.651782225,7.563974758,5.057411543,7.880312176,0.0,5.921200324,5.237110514,7.337446484,6.169241407,6.766314746,5.143229983,9.07656151,6.978072599,0.0,9.243897156,6.333244686,5.77646156,9.290466416,7.164175146,8.1151506,5.917927138,6.634215996,4.608005702,7.474846186,4.485335479,4.820950041,3.323379846,6.770139115,0
